-89.5 -179.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -178.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -177.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -176.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -175.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -174.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -173.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -172.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -171.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -170.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -169.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -168.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -167.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -166.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -165.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -164.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -163.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -162.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -161.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -160.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -159.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -158.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -157.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -156.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -155.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -154.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -153.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -152.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -151.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -150.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -149.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -148.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -147.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -146.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -145.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -144.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -143.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -142.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -141.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -140.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -139.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -138.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -137.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -136.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -135.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -134.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -133.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -132.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -131.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -130.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -129.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -128.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -127.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -126.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -125.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -124.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -123.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -122.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -121.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -120.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -119.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -118.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -117.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -116.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -115.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -114.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -113.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -112.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -111.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -110.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -109.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -108.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -107.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -106.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -105.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -104.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -103.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -102.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -101.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -100.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -99.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -98.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -97.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -96.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -95.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -94.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -93.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -92.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -91.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -90.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -89.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -88.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -87.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -86.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -85.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -84.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -83.5 31 28 31 30 31 30 31 31 30 31 30 31
-89.5 -82.5 31 28 31 30 31 30 31 31 30 31 30 31
