system:time_start,SWIR2
"Mar 16, 1984",
"Mar 26, 1984",
"Apr 9, 1984","1,933"
"Apr 25, 1984","2,155"
"May 27, 1984","1,812"
"Jun 28, 1984","1,053"
"Jul 14, 1984",
"Jul 30, 1984",
"Aug 15, 1984",
"Sep 16, 1984","1,215"
"Oct 2, 1984",
"Nov 3, 1984",786
"Nov 19, 1984","1,064"
"Jan 22, 1985",
"Feb 7, 1985","1,173"
"Apr 12, 1985",
"Apr 28, 1985","1,992"
"Jun 15, 1985",
"Jul 17, 1985",
"Aug 2, 1985",
"Oct 21, 1985",
"Nov 6, 1985",
"Jan 9, 1986",
"Feb 10, 1986","1,443"
"Mar 30, 1986",253
"Apr 15, 1986","1,685"
"May 17, 1986","1,675"
"Jun 2, 1986","1,243"
"Jun 18, 1986",908
"Jul 4, 1986",
"Jul 20, 1986",
"Aug 5, 1986",854
"Aug 21, 1986",947
"Sep 6, 1986",
"Jan 12, 1987",
"Mar 17, 1987",
"Apr 2, 1987",
"Apr 18, 1987","2,035"
"May 4, 1987","1,870"
"Jun 5, 1987",
"Jun 21, 1987",990
"Jul 7, 1987",
"Jul 23, 1987",
"Aug 8, 1987",934
"Aug 24, 1987",920
"Sep 9, 1987",
"Sep 25, 1987","1,340"
"Oct 11, 1987",
"Nov 12, 1987",
"Mar 3, 1988",594
"Apr 20, 1988","2,006"
"May 6, 1988","2,134"
"May 22, 1988",646
"Jun 7, 1988",917
"Jul 9, 1988",800
"Jul 25, 1988",814
"Aug 10, 1988",827
"Aug 26, 1988",
"Sep 11, 1988",
"Oct 13, 1988","1,400"
"Nov 30, 1988",
"Feb 18, 1989","1,022"
"Mar 6, 1989",913
"Apr 7, 1989",
"Apr 23, 1989",
"May 9, 1989","2,004"
"Jun 10, 1989",832
"Jul 28, 1989",
"Aug 13, 1989",
"Sep 14, 1989",805
"Sep 30, 1989","1,141"
"Dec 19, 1989",
"Apr 10, 1990",
"May 12, 1990","1,946"
"May 28, 1990","1,419"
"Jun 13, 1990",862
"Jun 29, 1990",843
"Jul 15, 1990",746
"Jul 31, 1990",757
"Aug 16, 1990",777
"Sep 1, 1990",804
"Sep 17, 1990",929
"Dec 6, 1990",
"Dec 22, 1990","1,321"
"Jan 23, 1991",
"Feb 8, 1991",373
"Feb 24, 1991","1,045"
"Mar 12, 1991",511
"Apr 13, 1991","1,685"
"May 15, 1991","1,350"
"May 31, 1991",
"Jun 16, 1991",773
"Jul 18, 1991",
"Sep 4, 1991",805
"Sep 20, 1991",965
"Oct 6, 1991",
"Nov 7, 1991","1,223"
"Nov 23, 1991",
"Jan 10, 1992","1,283"
"Feb 11, 1992",992
"Mar 14, 1992",
"Mar 30, 1992",383
"Jun 2, 1992",
"Jul 20, 1992",356
"Aug 5, 1992",
"Aug 21, 1992",751
"Sep 6, 1992",337
"Sep 22, 1992","1,087"
"Oct 8, 1992",
"Oct 24, 1992",
"Dec 27, 1992",
"Feb 13, 1993","1,142"
"Mar 1, 1993",467
"Mar 17, 1993","1,014"
"Apr 2, 1993","1,329"
"Apr 18, 1993","1,209"
"May 4, 1993","1,925"
"May 20, 1993",
"Jun 5, 1993","1,219"
"Jun 21, 1993",
"Jul 7, 1993",
"Aug 8, 1993",670
"Aug 24, 1993",533
"Sep 9, 1993",342
"Sep 25, 1993",731
"Oct 11, 1993","1,341"
"Oct 27, 1993",
"Nov 12, 1993",
"Jan 15, 1994",880
"Jan 31, 1994",912
"Mar 4, 1994",448
"Apr 5, 1994","1,130"
"Apr 21, 1994",
"May 7, 1994","1,920"
"May 23, 1994",
"Jun 8, 1994",692
"Jun 24, 1994",612
"Jul 10, 1994",656
"Aug 11, 1994",598
"Oct 14, 1994",
"Oct 30, 1994","1,164"
"Nov 15, 1994",732
"Jan 2, 1995",
"Jan 18, 1995",717
"Mar 7, 1995","1,125"
"Apr 8, 1995","1,620"
"Apr 24, 1995",263
"May 26, 1995","1,345"
"Jun 11, 1995",685
"Jul 13, 1995",667
"Jul 29, 1995",647
"Aug 14, 1995",520
"Aug 30, 1995",601
"Oct 17, 1995",432
"Feb 22, 1996","4,526"
"Mar 9, 1996",818
"Mar 25, 1996",
"Apr 10, 1996",
"Apr 26, 1996",754
"May 12, 1996",
"May 28, 1996","1,105"
"Jun 13, 1996",756
"Jul 31, 1996",540
"Aug 16, 1996",
"Aug 23, 1996",535
