system:time_start,NIR
"Jul 9, 1992",
"Jul 25, 1992","2,805"
"Aug 1, 1992",
"Aug 26, 1992","1,761"
"Sep 2, 1992","1,936"
"Sep 11, 1992",
"Sep 18, 1992","2,177"
"Oct 4, 1992","1,427"
"Oct 13, 1992",
"Oct 20, 1992",
"Nov 5, 1992",
"Feb 2, 1993","2,364"
"Feb 9, 1993",
"Feb 18, 1993",
"Feb 25, 1993","3,236"
"Apr 7, 1993","3,164"
"Apr 14, 1993",
"Apr 30, 1993",
"May 9, 1993","2,100"
"May 25, 1993",
"Jun 10, 1993",
"Jun 17, 1993","2,192"
"Jun 26, 1993",
"Jul 28, 1993",
"Aug 4, 1993",
"Aug 13, 1993",
"Aug 29, 1993",
"Sep 5, 1993",
"Sep 21, 1993",
"Sep 30, 1993",
"Oct 7, 1993","1,464"
"Oct 16, 1993","1,282"
"Oct 23, 1993","1,605"
"Nov 8, 1993",
"Dec 3, 1993",
"Dec 26, 1993",
"Jan 20, 1994","2,182"
"Jan 27, 1994","2,190"
"Feb 5, 1994",
"Feb 12, 1994","1,976"
"Feb 28, 1994","2,714"
"Apr 1, 1994","2,967"
"Apr 26, 1994",
"May 3, 1994","2,154"
"Jun 4, 1994","1,924"
"Jun 13, 1994","2,526"
"Jun 20, 1994","2,248"
"Jul 6, 1994",
"Jul 22, 1994",
"Jul 31, 1994","2,979"
"Aug 7, 1994","2,166"
"Aug 16, 1994",
"Aug 23, 1994","2,074"
"Sep 8, 1994",
"Sep 17, 1994","5,584"
"Oct 3, 1994","1,488"
"Oct 10, 1994",
"Oct 26, 1994",
"Nov 4, 1994",
"Nov 11, 1994",
"Nov 27, 1994","1,325"
"Dec 13, 1994","1,055"
"Dec 22, 1994",810
"Dec 29, 1994",
"Jan 14, 1995",
"Jan 30, 1995","1,533"
"Feb 8, 1995","2,109"
"Mar 12, 1995","2,224"
"Mar 19, 1995",
"Mar 28, 1995","2,079"
"May 6, 1995","1,812"
"May 31, 1995","2,193"
"Jun 7, 1995",
"Jun 16, 1995","2,679"
"Jun 23, 1995","2,543"
"Jul 2, 1995",
"Jul 18, 1995",
"Jul 25, 1995",
"Aug 10, 1995","2,228"
"Aug 19, 1995",
"Sep 4, 1995","2,318"
"Sep 11, 1995","1,860"
"Sep 20, 1995",
"Sep 27, 1995","1,164"
"Oct 13, 1995","1,272"
"Oct 22, 1995",
"Nov 7, 1995",
"Nov 30, 1995",836
"Jan 26, 1996",
"Feb 2, 1996",
"Feb 18, 1996","3,370"
"Feb 27, 1996","1,817"
"Mar 14, 1996",
"Mar 30, 1996","2,392"
"Apr 6, 1996","2,219"
"Apr 15, 1996","2,750"
"Apr 22, 1996",
"May 1, 1996",
"May 8, 1996",
"May 24, 1996","1,869"
"Jun 2, 1996","2,320"
"Jun 9, 1996",
"Jun 18, 1996",
"Jul 11, 1996","2,531"
"Jul 20, 1996",
"Aug 5, 1996","2,778"
"Aug 12, 1996",
"Aug 21, 1996","2,728"
"Aug 28, 1996",
"Sep 6, 1996","1,470"
"Sep 22, 1996",
"Sep 29, 1996",
"Oct 8, 1996",
"Oct 15, 1996","1,227"
"Oct 31, 1996","1,190"
"Nov 16, 1996","1,525"
"Dec 27, 1996",
"Jan 12, 1997",
"Jan 19, 1997",
"Feb 4, 1997",
"Feb 13, 1997","2,343"
"Feb 20, 1997","1,994"
"May 11, 1997",
"May 20, 1997",
"May 27, 1997",
"Jun 12, 1997","2,255"
"Jun 21, 1997",
"Jun 28, 1997","2,710"
"Jul 7, 1997",
"Jul 14, 1997","3,219"
"Jul 23, 1997","2,906"
"Jul 30, 1997",
"Aug 31, 1997",
"Sep 16, 1997",
"Sep 25, 1997",
"Oct 2, 1997",
"Oct 11, 1997","1,449"
"Nov 3, 1997",
"Dec 14, 1997","1,697"
"Dec 21, 1997",976
"Jan 22, 1998","1,549"
"Feb 7, 1998","1,319"
"Feb 16, 1998","1,892"
"Mar 11, 1998","2,526"
"Apr 21, 1998",
"Apr 28, 1998","1,914"
"May 7, 1998",
"May 14, 1998","1,951"
"May 23, 1998","2,470"
"May 30, 1998","2,238"
"Jun 15, 1998",
"Jul 10, 1998",
"Jul 17, 1998","2,973"
"Jul 26, 1998",
"Aug 2, 1998",
"Aug 27, 1998","2,308"
"Sep 3, 1998",
"Sep 12, 1998",
"Sep 19, 1998",
"Oct 5, 1998","1,560"
"Oct 30, 1998",
"Nov 22, 1998",
"Dec 24, 1998",
"Jan 2, 1999",
"Jan 25, 1999",
"Feb 3, 1999",
"Feb 26, 1999","1,387"
"Mar 7, 1999","2,493"
"Mar 23, 1999",
"Mar 30, 1999","1,021"
"Apr 8, 1999",
"Apr 15, 1999","1,894"
"Apr 24, 1999","2,160"
"May 1, 1999","1,989"
"May 10, 1999",
"May 17, 1999","1,903"
"Jun 2, 1999",
"Jun 11, 1999","2,789"
"Jun 18, 1999",
"Jun 27, 1999",
"Jul 4, 1999",
"Jul 5, 1999",
"Jul 12, 1999",
"Jul 13, 1999","3,047"
"Jul 21, 1999","3,114"
"Jul 28, 1999","2,931"
"Jul 29, 1999",
"Aug 5, 1999",
"Aug 6, 1999",
"Aug 21, 1999",
"Aug 29, 1999","2,791"
"Aug 30, 1999",
"Sep 6, 1999",
"Sep 23, 1999","2,021"
"Oct 1, 1999","1,906"
"Oct 8, 1999","1,661"
"Oct 9, 1999","1,191"
"Oct 16, 1999",
"Oct 17, 1999",
"Nov 1, 1999","1,260"
"Nov 9, 1999",
"Nov 17, 1999",
"Nov 18, 1999",
"Dec 12, 1999","1,470"
"Dec 19, 1999","1,349"
"Dec 28, 1999",
"Jan 5, 2000",
"Jan 21, 2000",
"Jan 28, 2000",
"Jan 29, 2000","1,908"
"Feb 5, 2000",
"Feb 6, 2000",
"Feb 13, 2000",
"Feb 21, 2000",
"Feb 22, 2000","2,828"
"Feb 29, 2000","2,188"
"Mar 1, 2000",
"Mar 8, 2000",
"Mar 9, 2000",
"Mar 16, 2000",
"Mar 17, 2000",
"Mar 24, 2000","1,800"
"Apr 1, 2000","2,339"
"Apr 10, 2000",
"Apr 25, 2000","2,059"
"May 3, 2000","2,003"
"May 4, 2000","2,348"
"May 11, 2000",
"May 12, 2000",
"May 27, 2000",
"Jun 5, 2000",
"Jun 20, 2000","2,477"
"Jun 21, 2000",
"Jun 28, 2000","2,943"
"Jun 29, 2000",
"Jul 7, 2000","2,514"
"Jul 14, 2000",
"Jul 23, 2000","3,280"
"Jul 30, 2000",
"Aug 7, 2000",
"Aug 8, 2000",
"Aug 15, 2000","2,674"
"Aug 16, 2000","1,267"
"Aug 24, 2000","2,812"
"Aug 31, 2000",
"Sep 1, 2000",
"Sep 8, 2000",
"Sep 9, 2000",
"Sep 16, 2000",
"Sep 17, 2000",
"Sep 25, 2000","1,831"
"Oct 2, 2000","1,616"
"Oct 3, 2000",
"Oct 19, 2000",
"Oct 26, 2000",639
"Oct 27, 2000",
"Nov 3, 2000","1,366"
"Nov 19, 2000",
"Nov 28, 2000",
"Dec 6, 2000","1,360"
"Dec 13, 2000","1,431"
"Dec 21, 2000",
"Dec 22, 2000",
"Dec 29, 2000","1,643"
"Jan 7, 2001",
"Jan 22, 2001",
"Jan 23, 2001",
"Feb 7, 2001",
"Feb 8, 2001",
"Feb 16, 2001",
"Feb 23, 2001",
"Feb 24, 2001","2,334"
"Mar 3, 2001",
"Mar 4, 2001",
"Mar 11, 2001",
"Mar 12, 2001","2,805"
"Mar 19, 2001","2,401"
"Mar 20, 2001",
"Apr 4, 2001",
"Apr 5, 2001","3,075"
"Apr 13, 2001",
"Apr 20, 2001","2,337"
"Apr 21, 2001",
"Apr 28, 2001","2,150"
"May 6, 2001","1,915"
"May 7, 2001","2,288"
"May 14, 2001",
"May 15, 2001","2,348"
"May 30, 2001",
"May 31, 2001",
"Jun 7, 2001",
"Jun 8, 2001","2,475"
"Jun 15, 2001","2,908"
"Jun 16, 2001",
"Jul 1, 2001",
"Jul 2, 2001","3,135"
"Jul 9, 2001","2,493"
"Jul 10, 2001","2,044"
"Jul 17, 2001",
"Jul 18, 2001","2,917"
"Jul 25, 2001","2,536"
"Jul 26, 2001","2,657"
"Aug 2, 2001","2,488"
"Aug 3, 2001",
"Aug 10, 2001",
"Aug 11, 2001","2,737"
"Aug 18, 2001",
"Aug 19, 2001","2,716"
"Aug 26, 2001","2,389"
"Aug 27, 2001",
"Sep 3, 2001","2,117"
"Sep 12, 2001","2,160"
"Sep 19, 2001",
"Oct 5, 2001",
"Oct 13, 2001",
"Oct 14, 2001","1,543"
"Oct 21, 2001",
"Oct 22, 2001",
"Oct 29, 2001","1,615"
"Oct 30, 2001","1,309"
"Nov 6, 2001",
"Nov 7, 2001",
"Nov 15, 2001",
"Nov 22, 2001",
"Nov 23, 2001",
"Dec 1, 2001",
"Dec 8, 2001",
"Dec 9, 2001",
"Dec 16, 2001","1,130"
"Dec 24, 2001",
"Dec 25, 2001",
"Jan 1, 2002",
"Jan 2, 2002",
"Jan 18, 2002",
"Jan 25, 2002",
"Jan 26, 2002",
"Feb 2, 2002","1,093"
"Feb 3, 2002",
"Feb 10, 2002",
"Feb 11, 2002","2,276"
"Feb 18, 2002","1,954"
"Feb 19, 2002",
"Feb 26, 2002","1,655"
"Mar 7, 2002",
"Mar 14, 2002","1,744"
"Mar 23, 2002",
"Mar 30, 2002",
"Apr 15, 2002",
"Apr 24, 2002","2,323"
"May 1, 2002",
"May 10, 2002","2,178"
"May 17, 2002",
"Jun 2, 2002",
"Jun 10, 2002","2,039"
"Jun 11, 2002",
"Jun 18, 2002",
"Jun 19, 2002",
"Jun 26, 2002","3,638"
"Jun 27, 2002",
"Jul 4, 2002","2,637"
"Jul 5, 2002",
"Jul 13, 2002","2,916"
"Jul 20, 2002","2,447"
"Jul 21, 2002",
"Jul 29, 2002",
"Aug 5, 2002","2,846"
"Aug 6, 2002",
"Aug 14, 2002","3,263"
"Aug 21, 2002","2,153"
"Aug 30, 2002","2,272"
"Sep 6, 2002","1,990"
"Sep 7, 2002","2,168"
"Sep 14, 2002","2,018"
"Sep 22, 2002",
"Sep 23, 2002",
"Sep 30, 2002","1,767"
"Oct 1, 2002",
"Oct 17, 2002",
"Oct 24, 2002",
"Oct 25, 2002","1,749"
"Nov 2, 2002",
"Nov 9, 2002","1,397"
"Nov 10, 2002",
"Nov 26, 2002",
"Dec 3, 2002","1,830"
"Dec 4, 2002","1,756"
"Dec 11, 2002",
"Dec 19, 2002",
"Jan 12, 2003",
"Jan 20, 2003",
"Jan 21, 2003","1,956"
"Feb 6, 2003",
"Feb 13, 2003",
"Feb 14, 2003",
"Feb 21, 2003","2,282"
"Mar 1, 2003",
"Mar 10, 2003",
"Mar 17, 2003","2,037"
"Mar 18, 2003","1,904"
"Mar 25, 2003",
"Apr 10, 2003","2,611"
"Apr 18, 2003",
"Apr 19, 2003",
"Apr 27, 2003","2,075"
"May 4, 2003","2,008"
"May 5, 2003",
"May 20, 2003",
"May 21, 2003","5,487"
"Jun 6, 2003","2,355"
"Jun 29, 2003",
"Jul 8, 2003",
"Jul 15, 2003",711
"Jul 16, 2003",
"Jul 23, 2003",
"Jul 31, 2003","2,513"
"Aug 8, 2003",
"Aug 9, 2003",
"Aug 16, 2003",
"Aug 17, 2003","2,687"
"Aug 24, 2003","2,049"
"Aug 25, 2003","2,674"
"Sep 2, 2003",
"Sep 10, 2003","2,157"
"Sep 17, 2003",
"Sep 18, 2003","1,942"
"Sep 26, 2003","1,788"
"Oct 3, 2003","1,872"
"Oct 11, 2003","1,346"
"Oct 12, 2003","1,657"
"Oct 20, 2003",
"Oct 28, 2003",
"Nov 21, 2003","1,040"
"Dec 31, 2003",
"Jan 7, 2004",
"Jan 8, 2004",
"Jan 15, 2004","1,843"
"Jan 16, 2004",
"Jan 23, 2004","2,549"
"Jan 24, 2004",
"Jan 31, 2004",
"Feb 1, 2004",
"Feb 8, 2004",
"Feb 9, 2004",
"Feb 16, 2004","2,061"
"Feb 17, 2004",
"Feb 25, 2004","2,096"
"Mar 3, 2004",
"Mar 11, 2004","1,853"
"Mar 19, 2004",
"Mar 28, 2004","1,959"
"Apr 5, 2004","4,748"
"Apr 12, 2004",
"Apr 20, 2004","1,725"
"Apr 21, 2004","4,856"
"Apr 28, 2004",
"Apr 29, 2004",
"May 6, 2004",
"May 7, 2004","2,093"
"May 14, 2004","1,095"
"May 15, 2004",
"May 30, 2004","2,037"
"May 31, 2004",
"Jun 7, 2004","2,142"
"Jun 8, 2004","2,659"
"Jun 15, 2004",
"Jun 16, 2004","2,643"
"Jun 23, 2004","2,281"
"Jun 24, 2004","2,728"
"Jul 1, 2004",
"Jul 2, 2004","2,845"
"Jul 10, 2004",
"Jul 17, 2004",
"Jul 18, 2004",
"Jul 25, 2004",
"Jul 26, 2004",
"Aug 2, 2004","1,362"
"Aug 3, 2004",
"Aug 10, 2004",
"Aug 11, 2004",
"Aug 18, 2004","1,570"
"Aug 26, 2004",
"Aug 27, 2004",
"Sep 3, 2004","1,811"
"Sep 4, 2004",
"Sep 11, 2004",
"Sep 12, 2004",
"Sep 19, 2004",
"Sep 20, 2004",
"Sep 27, 2004","1,394"
"Oct 5, 2004","1,208"
"Oct 13, 2004","1,149"
"Oct 14, 2004","1,787"
"Oct 22, 2004",
"Oct 29, 2004","1,351"
"Nov 6, 2004",
"Nov 7, 2004",
"Nov 14, 2004",
"Nov 15, 2004",962
"Nov 22, 2004",
"Nov 23, 2004",843
"Nov 30, 2004",
"Dec 9, 2004",
"Dec 16, 2004","1,142"
"Dec 17, 2004",
"Dec 24, 2004",
"Dec 25, 2004",
"Jan 1, 2005",
"Jan 2, 2005",
"Jan 17, 2005",
"Jan 18, 2005","1,482"
"Jan 25, 2005","1,644"
"Feb 2, 2005","1,038"
"Feb 3, 2005",
"Feb 11, 2005","2,119"
"Feb 18, 2005",
"Feb 19, 2005",
"Feb 27, 2005","2,505"
"Mar 14, 2005",
"Mar 15, 2005","2,710"
"Mar 22, 2005","1,894"
"Mar 30, 2005","1,586"
"Mar 31, 2005",
"Apr 8, 2005","1,807"
"Apr 16, 2005","1,956"
"Apr 24, 2005",
"May 1, 2005",
"May 2, 2005",
"May 9, 2005","1,719"
"May 10, 2005","2,031"
"May 17, 2005",
"May 18, 2005",
"May 25, 2005",
"Jun 2, 2005",
"Jun 3, 2005",
"Jun 10, 2005",
"Jun 11, 2005",
"Jun 19, 2005","3,234"
"Jun 26, 2005","2,491"
"Jun 27, 2005","3,070"
"Jul 4, 2005","2,630"
"Jul 5, 2005",
"Jul 12, 2005",
"Jul 13, 2005","2,412"
"Jul 20, 2005","2,962"
"Jul 21, 2005","2,542"
"Jul 28, 2005","2,284"
"Jul 29, 2005",
"Aug 5, 2005","1,826"
"Aug 6, 2005",
"Aug 13, 2005",
"Aug 14, 2005",
"Aug 21, 2005","2,340"
"Aug 22, 2005",
"Aug 29, 2005",
"Sep 6, 2005","1,760"
"Sep 7, 2005",
"Sep 14, 2005","1,790"
"Sep 23, 2005",
"Sep 30, 2005",
"Oct 1, 2005","1,572"
"Oct 17, 2005",
"Nov 1, 2005",
"Nov 2, 2005",
"Nov 10, 2005",
"Nov 17, 2005",
"Nov 18, 2005",
"Nov 25, 2005",
"Dec 3, 2005",
"Dec 19, 2005",
"Dec 28, 2005",
"Jan 4, 2006","1,508"
"Jan 13, 2006",
"Jan 20, 2006",
"Jan 21, 2006",
"Jan 28, 2006","1,353"
"Feb 5, 2006",
"Feb 13, 2006",
"Feb 14, 2006",
"Feb 21, 2006",
"Feb 22, 2006",
"Mar 1, 2006","1,919"
"Mar 2, 2006",
"Mar 10, 2006",
"Mar 18, 2006",
"Apr 2, 2006","1,769"
"Apr 3, 2006",
"Apr 10, 2006",
"Apr 11, 2006",
"Apr 18, 2006","1,712"
"Apr 19, 2006","1,957"
"Apr 26, 2006",
"Apr 27, 2006","2,086"
"May 4, 2006","1,828"
"May 5, 2006",
"May 28, 2006",
"May 29, 2006",
"Jun 5, 2006",
"Jun 6, 2006",
"Jun 13, 2006",
"Jun 14, 2006",
"Jun 21, 2006","2,502"
"Jun 22, 2006",
"Jun 29, 2006",
"Jun 30, 2006",
"Jul 7, 2006","2,798"
"Jul 8, 2006","1,882"
"Jul 16, 2006","2,680"
"Jul 24, 2006",
"Jul 31, 2006",
"Aug 1, 2006",
"Aug 8, 2006",957
"Aug 9, 2006","2,358"
"Aug 16, 2006",
"Aug 17, 2006","2,736"
"Aug 24, 2006",
"Aug 25, 2006",
"Sep 1, 2006",
"Sep 9, 2006",
"Sep 10, 2006",
"Sep 17, 2006","1,725"
"Sep 18, 2006","1,925"
"Sep 26, 2006",
"Oct 19, 2006",
"Oct 27, 2006","1,607"
"Nov 4, 2006",
"Nov 5, 2006",
"Nov 21, 2006","1,315"
"Nov 28, 2006",
"Nov 29, 2006",
"Dec 7, 2006",
"Dec 14, 2006",782
"Dec 15, 2006",
"Dec 31, 2006",
"Jan 7, 2007",
"Jan 16, 2007",
"Jan 23, 2007",
"Jan 31, 2007",
"Feb 1, 2007",
"Feb 9, 2007",
"Feb 16, 2007","1,995"
"Feb 17, 2007",
"Feb 24, 2007",
"Feb 25, 2007",
"Mar 5, 2007",
"Mar 12, 2007",
"Mar 20, 2007",
"Mar 21, 2007",
"Mar 29, 2007","1,753"
"Apr 21, 2007","1,953"
"Apr 22, 2007",
"Apr 29, 2007",
"Apr 30, 2007",
"May 7, 2007","1,893"
"May 8, 2007","2,058"
"May 15, 2007",
"May 23, 2007","1,843"
"May 24, 2007",
"May 31, 2007","2,684"
"Jun 1, 2007",
"Jun 9, 2007","1,549"
"Jun 16, 2007","2,485"
"Jun 17, 2007","3,217"
"Jun 24, 2007",
"Jun 25, 2007",
"Jul 2, 2007",
"Jul 3, 2007",
"Jul 10, 2007",
"Jul 26, 2007",
"Jul 27, 2007",
"Aug 3, 2007","2,141"
"Aug 4, 2007","2,491"
"Aug 11, 2007","2,178"
"Aug 12, 2007",
"Aug 19, 2007",
"Aug 20, 2007",
"Aug 27, 2007","2,211"
"Aug 28, 2007",
"Sep 4, 2007","2,106"
"Sep 5, 2007","2,232"
"Sep 12, 2007",
"Sep 13, 2007",
"Sep 20, 2007","1,782"
"Sep 21, 2007",
"Sep 28, 2007",
"Sep 29, 2007",
"Oct 6, 2007",
"Oct 15, 2007",
"Oct 22, 2007","1,239"
"Oct 31, 2007",
"Dec 18, 2007",
"Jan 3, 2008",
"Jan 10, 2008",
"Jan 19, 2008",
"Feb 11, 2008",
"Feb 12, 2008",
"Feb 19, 2008",522
"Feb 20, 2008",
"Feb 27, 2008","2,309"
"Feb 28, 2008",
"Mar 7, 2008","2,337"
"Mar 14, 2008","1,899"
"Mar 22, 2008","2,218"
"Mar 23, 2008","2,688"
"Mar 30, 2008",
"Apr 7, 2008","1,884"
"Apr 8, 2008",
"Apr 15, 2008","1,870"
"Apr 16, 2008","1,964"
"Apr 23, 2008",
"Apr 24, 2008","2,017"
"May 1, 2008",
"May 9, 2008",
"May 10, 2008",
"May 17, 2008","1,985"
"May 18, 2008",
"May 25, 2008","1,892"
"May 26, 2008",
"Jun 2, 2008","1,965"
"Jun 3, 2008",
"Jun 10, 2008","2,491"
"Jun 11, 2008",
"Jun 27, 2008",
"Jul 4, 2008",
"Jul 5, 2008",
"Jul 12, 2008",
"Jul 20, 2008",
"Jul 28, 2008",
"Jul 29, 2008","2,915"
"Aug 5, 2008",
"Aug 6, 2008",
"Aug 13, 2008",
"Aug 14, 2008","2,460"
"Aug 21, 2008",
"Aug 22, 2008","2,285"
"Sep 7, 2008","2,043"
"Sep 14, 2008",
"Sep 15, 2008",
"Sep 22, 2008","1,733"
"Sep 23, 2008","1,853"
"Sep 30, 2008",
"Oct 9, 2008",
"Oct 17, 2008",
"Oct 24, 2008","1,371"
"Nov 1, 2008","1,205"
"Nov 2, 2008","1,255"
"Nov 10, 2008",
"Nov 18, 2008",
"Dec 11, 2008",
"Dec 20, 2008",
"Jan 12, 2009",
"Jan 20, 2009","2,072"
"Jan 21, 2009","2,332"
"Jan 29, 2009",
"Feb 5, 2009","1,457"
"Feb 6, 2009",
"Feb 13, 2009",
"Feb 14, 2009","2,256"
"Feb 21, 2009",
"Mar 1, 2009",
"Mar 17, 2009",
"Mar 18, 2009",
"Mar 25, 2009","1,714"
"Mar 26, 2009",
"Apr 2, 2009",
"Apr 10, 2009","1,887"
"Apr 11, 2009",
"Apr 19, 2009","2,010"
"Apr 26, 2009",
"Apr 27, 2009","2,183"
"May 4, 2009",
"May 12, 2009",
"May 13, 2009",
"May 20, 2009",
"May 21, 2009","2,215"
"Jun 5, 2009",
"Jun 6, 2009","2,733"
"Jun 13, 2009",
"Jun 22, 2009","2,897"
"Jun 29, 2009",
"Jun 30, 2009",
"Jul 7, 2009",
"Jul 15, 2009","2,360"
"Jul 16, 2009",
"Aug 1, 2009",580
"Aug 8, 2009",
"Aug 16, 2009",
"Aug 17, 2009","2,704"
"Aug 24, 2009",
"Aug 25, 2009",991
"Sep 1, 2009","1,902"
"Sep 2, 2009","2,192"
"Sep 9, 2009",
"Sep 10, 2009","2,104"
"Sep 18, 2009",
"Sep 25, 2009",
"Sep 26, 2009","1,727"
"Oct 3, 2009",
"Oct 4, 2009",
"Oct 11, 2009",
"Oct 12, 2009","1,142"
"Oct 19, 2009","1,207"
"Oct 27, 2009","1,232"
"Nov 4, 2009",
"Nov 12, 2009",
"Nov 13, 2009",
"Nov 20, 2009",
"Nov 29, 2009",
"Dec 6, 2009",
"Dec 30, 2009",
"Jan 23, 2010","1,428"
"Jan 24, 2010",
"Jan 31, 2010",
"Feb 1, 2010","1,948"
"Feb 9, 2010","1,921"
"Mar 4, 2010","2,346"
"Mar 5, 2010","2,294"
"Mar 20, 2010",
"Mar 21, 2010",
"Apr 13, 2010","1,937"
"Apr 14, 2010",
"Apr 21, 2010","1,976"
"Apr 22, 2010",
"Apr 29, 2010",
"Apr 30, 2010",
"May 7, 2010","1,956"
"May 16, 2010","2,185"
"May 23, 2010",
"May 24, 2010","2,561"
"May 31, 2010","2,210"
"Jun 8, 2010",
"Jun 9, 2010",
"Jun 24, 2010",
"Jun 25, 2010","2,736"
