site,date,BLUE,GREEN,NIR,RED,SWIR1,SWIR2
AK60,2017-02-19,477,431,1475,407,438,138
AK60,2017-02-20,160,185,1276,127,279,146
AK60,2017-02-27,455,625,1783,645,145,149
BH05,1984-03-23,2411,2596,3188,2721,771,633
BH05,1984-04-11,982,1185,2279,1398,2924,2287
BH05,1984-05-06,710,904,2236,1162,2960,2031
BH05,1984-05-29,332,625,3294,471,1347,601
BH05,1984-06-14,229,426,4697,278,1828,721
BH05,1984-06-30,308,430,5005,334,2024,837
BH05,1984-07-16,209,363,4109,243,1613,624
BH05,1984-08-26,293,389,3695,281,1729,682
BH05,1984-09-11,203,346,3385,265,1544,573
BH05,1984-09-18,230,384,2977,328,1500,602
BH05,1984-10-04,899,1119,3337,1123,1911,1004
BH05,1984-10-29,382,440,1085,536,1120,683
BH05,1984-11-21,441,469,1199,576,1621,1212
BH05,1985-03-22,529,693,1697,888,2480,1842
BH05,1985-10-07,717,1081,3147,1055,2090,991
BH05,1985-10-16,316,518,1849,769,1796,1035
BH05,1985-11-08,475,709,1514,717,1616,1205
BH05,1986-01-27,2602,2510,2892,2396,1160,793
BH05,1986-02-21,2817,2771,2985,2688,753,555
BH05,1986-04-01,442,619,1769,913,2345,1822
BH05,1986-04-10,500,678,1729,882,2655,2070
BH05,1986-04-17,543,711,1854,944,2699,2057
BH05,1986-05-03,329,550,2208,612,2175,1392
BH05,1986-06-13,217,463,4968,278,1832,765
BH05,1986-06-29,209,292,3312,243,1129,454
BH05,1986-07-15,573,764,4924,621,1891,795
BH05,1986-07-22,204,327,4206,209,1485,578
BH05,1986-08-16,220,364,3885,226,1550,581
BH05,1986-09-01,229,378,3586,225,1473,529
BH05,1986-09-08,154,290,3270,213,1267,482
BH05,1986-09-24,643,986,3394,934,1648,759
BH05,1986-10-19,375,555,2007,768,1529,871
BH05,1986-11-04,308,440,1286,595,1614,1111
BH05,1986-11-11,1148,1178,1953,1344,1003,781
BH05,1986-11-27,1709,1689,2093,1676,930,690
BH05,1986-12-13,1979,1737,2137,1733,968,765
BH05,1987-01-14,1913,1851,2162,1759,860,592
BH05,1987-02-08,1619,1664,1921,1685,835,654
BH05,1987-03-03,2153,2208,2738,2321,797,666
BH05,1987-03-28,857,978,1973,1152,2553,1806
BH05,1987-04-29,408,736,3141,554,1991,989
BH05,1987-05-06,323,684,4012,393,1826,749
BH05,1987-05-15,238,497,4727,271,1827,694
BH05,1987-06-07,211,400,4586,247,1843,663
BH05,1987-06-16,191,390,4516,273,1818,761
BH05,1987-07-02,529,553,5041,439,2148,792
BH05,1987-07-18,506,599,5352,414,2222,860
BH05,1987-07-25,192,281,3115,201,1310,476
BH05,1987-08-19,190,307,3513,179,1656,642
BH05,1987-09-04,268,378,3230,262,1501,606
BH05,1987-09-27,296,520,2514,480,1485,647
BH05,1987-10-13,348,598,1869,708,1944,1008
BH05,1988-01-01,2212,2033,2161,1884,772,575
BH05,1988-01-26,2594,2302,2465,2178,723,571
BH05,1988-02-02,2225,2184,2185,1985,913,747
BH05,1988-02-18,2757,2677,3032,2643,1055,752
BH05,1988-02-27,2233,2376,2731,2497,890,685
BH05,1988-03-30,606,766,1817,973,2302,1670
BH05,1988-04-06,550,734,1866,998,2534,1841
BH05,1988-04-15,559,744,1821,971,2805,2101
BH05,1988-05-01,602,795,2063,980,2768,2127
BH05,1988-05-08,353,739,2992,537,2016,1038
BH05,1988-05-17,259,549,4498,264,1741,714
BH05,1988-06-02,875,939,4152,808,1845,1171
BH05,1988-06-09,184,312,4458,231,1633,623
BH05,1988-06-25,241,401,4416,254,1652,595
BH05,1988-07-04,263,444,4908,287,1910,698
BH05,1988-07-11,197,407,4324,285,1717,626
BH05,1988-08-05,296,451,4833,344,1739,683
BH05,1988-08-12,245,414,4056,279,1540,571
BH05,1988-08-21,749,768,5050,545,2067,824
BH05,1988-08-28,181,326,3720,191,1424,528
BH05,1988-09-06,194,368,4079,217,1650,680
BH05,1988-09-13,195,366,3664,283,1431,501
BH05,1988-10-15,364,691,2671,1020,1855,893
BH05,1988-11-25,820,717,1615,946,2027,1496
BH05,1988-12-02,1857,1915,2199,1807,1154,860
BH05,1988-12-11,1102,1026,1363,979,962,728
BH05,1988-12-18,2122,2001,2254,1899,1155,1038
BH05,1989-01-12,1444,1271,1530,1260,804,637
BH05,1989-01-19,1528,1477,1887,1488,837,699
BH05,1989-04-02,578,795,1767,957,2037,1423
BH05,1989-05-11,536,794,2038,1006,2564,1919
BH05,1989-05-20,298,617,3517,410,1852,871
BH05,1989-05-27,191,448,4355,263,1691,669
BH05,1989-06-05,236,481,5058,261,1810,756
BH05,1989-06-21,353,468,4911,307,1899,701
BH05,1989-06-28,186,333,4300,250,1600,583
BH05,1989-07-07,268,413,4686,258,2016,717
BH05,1989-07-14,218,295,4352,238,1607,631
BH05,1989-07-23,503,587,4769,394,2015,751
BH05,1989-09-16,169,343,3214,219,1326,503
BH05,1989-09-25,250,406,3023,301,1388,534
BH05,1989-10-11,727,993,2751,1088,2151,1280
BH05,1989-12-21,1539,1529,1695,1544,1016,766
BH05,1990-01-15,1161,1040,1267,1070,903,668
BH05,1990-04-21,605,823,1944,1049,2602,1929
BH05,1990-05-07,473,715,2266,756,2405,1523
BH05,1990-05-30,169,485,4086,268,1577,569
BH05,1990-07-01,159,323,3898,212,1660,624
BH05,1990-08-02,220,338,3589,244,1512,549
BH05,1990-09-12,465,494,3261,309,1543,518
BH05,1990-10-05,607,798,2837,758,1905,937
BH05,1990-10-30,695,782,1600,951,1618,1173
BH05,1990-11-15,435,446,1133,619,1381,1066
BH05,1990-11-22,210,283,1020,483,1179,879
BH05,1990-12-08,2151,1940,2163,1906,977,681
BH05,1990-12-24,2180,1971,2128,1910,644,519
BH05,1991-01-25,2275,2154,2354,2110,963,756
BH05,1991-03-14,1747,1987,2475,2184,872,742
BH05,1991-03-30,503,641,1631,970,2106,1568
BH05,1991-04-15,488,714,1689,910,2425,1855
BH05,1991-04-24,587,768,1925,981,2608,2029
BH05,1991-06-11,300,306,2035,286,672,194
BH05,1991-06-18,649,828,5019,716,2010,961
BH05,1991-06-27,218,376,4806,226,1858,714
BH05,1991-08-05,185,350,4475,255,1668,629
BH05,1991-08-14,425,541,2820,300,834,291
BH05,1991-08-21,213,325,3703,248,1429,508
BH05,1991-09-06,271,358,3345,312,1469,534
BH05,1991-10-17,514,638,1756,835,1973,1116
BH05,1991-12-04,2176,1913,2059,1871,1058,789
BH05,1991-12-11,1050,1116,1605,1069,1015,841
BH05,1992-01-21,1426,1379,1774,1416,1074,799
BH05,1992-05-03,719,941,2133,1118,2703,1931
BH05,1992-05-19,283,620,4233,361,1648,654
BH05,1992-06-04,850,1033,5158,810,1892,839
BH05,1992-06-13,403,620,5183,431,1867,743
BH05,1992-06-20,256,483,4576,339,1577,645
BH05,1992-07-06,400,527,3558,490,1268,594
BH05,1992-07-31,322,450,4468,322,1710,666
BH05,1992-08-16,259,296,1649,237,342,93
BH05,1992-08-23,526,621,4259,462,1536,565
BH05,1992-09-01,281,405,3903,318,1407,519
BH05,1992-09-08,182,357,3597,246,1281,437
BH05,1992-09-24,219,362,3197,279,1304,439
BH05,1992-10-03,374,609,2872,799,1345,580
BH05,1992-10-19,650,834,2242,1042,1981,1231
BH05,1992-10-26,427,601,1770,829,1964,1319
BH05,1993-02-15,2620,2623,2857,2598,1059,849
BH05,1993-02-24,3102,2984,3250,2944,1126,869
BH05,1993-03-12,3348,3333,3747,3474,1261,986
BH05,1993-03-28,2685,2896,3204,2958,896,619
BH05,1993-04-04,2945,3120,3494,3240,882,671
BH05,1993-05-06,535,786,2004,966,2517,1938
BH05,1993-05-15,386,782,4226,481,1959,877
BH05,1993-05-22,525,856,4450,598,1818,854
BH05,1993-05-31,298,572,4772,376,1683,684
BH05,1993-06-23,260,410,4412,337,1590,597
BH05,1993-08-10,197,290,3674,206,1452,452
BH05,1993-09-04,219,307,3552,204,1366,527
BH05,1993-10-06,381,611,2797,593,1264,493
BH05,1993-10-13,268,510,2351,725,1722,864
BH05,1993-10-22,384,513,1590,744,1846,1221
BH05,1993-11-07,804,852,1715,1001,1323,953
BH05,1993-12-25,1688,1590,1988,1654,1152,957
BH05,1994-01-17,2243,2204,2242,2025,960,800
BH05,1994-02-11,3139,2966,2998,2875,1845,1610
BH05,1994-03-15,2210,2422,3004,2569,1105,746
BH05,1994-03-31,549,692,1770,963,2572,1871
BH05,1994-04-07,581,767,1860,978,2311,1635
BH05,1994-04-16,520,691,1937,998,2786,1989
BH05,1994-04-23,517,758,1930,953,2622,1904
BH05,1994-05-02,635,838,2257,1054,2808,2011
BH05,1994-06-03,273,483,5193,280,1799,683
BH05,1994-06-26,598,566,2640,424,668,237
BH05,1994-07-12,469,616,4516,500,1562,652
BH05,1994-07-21,277,390,4685,314,1821,626
BH05,1994-07-28,306,435,4225,313,1449,513
BH05,1994-08-06,735,863,4734,787,2013,1038
BH05,1994-08-22,632,622,4493,443,1692,617
BH05,1994-08-29,212,326,3531,227,1324,471
BH05,1994-09-07,198,337,3772,230,1478,538
BH05,1994-09-14,173,183,1605,137,415,117
BH05,1994-11-01,395,475,1399,643,1683,1100
BH05,1994-11-10,355,435,1250,601,1599,1196
BH05,1995-01-04,1318,1187,1508,1205,1066,895
BH05,1995-01-29,2247,1902,1933,1827,667,530
BH05,1995-03-09,2710,2762,3064,2692,1063,866
BH05,1995-04-03,538,673,1766,957,2453,1778
BH05,1995-05-05,702,843,2020,1066,2741,1956
BH05,1995-05-12,468,696,1952,803,2209,1524
BH05,1995-05-21,241,584,3775,364,1760,849
BH05,1995-06-06,622,698,3478,533,1021,472
BH05,1995-06-13,246,433,4450,321,1571,598
BH05,1995-06-22,333,517,4862,293,1853,742
BH05,1995-07-31,274,340,2627,236,763,260
BH05,1995-08-25,328,397,3811,309,1476,552
BH05,1995-09-01,168,327,3373,183,1219,410
BH05,1995-09-10,184,270,3397,171,1415,521
BH05,1995-09-26,208,377,3552,316,1710,672
BH05,1995-10-12,337,626,2050,782,1598,823
BH05,1995-12-15,1235,1159,1142,1014,-79,-31
BH05,1996-01-07,1749,1391,1597,1362,874,652
BH05,1996-02-24,1439,1585,1969,1667,753,708
BH05,1996-03-20,1146,1251,2040,1448,1598,1209
BH05,1996-04-21,588,679,1850,988,2618,1941
BH05,1996-04-28,597,721,1865,1018,2660,1952
BH05,1996-05-30,223,514,4047,303,1568,616
BH05,1996-06-15,249,437,4526,295,1745,673
BH05,1996-07-01,213,339,4444,219,1585,596
BH05,1996-07-10,241,382,4717,249,1833,749
BH05,1996-07-26,221,354,4730,253,1878,703
BH05,1996-08-02,307,416,4664,305,1742,636
BH05,1996-09-19,158,305,3292,234,1301,473
BH05,1996-10-05,351,556,3002,546,1405,536
BH05,1996-10-14,554,824,2428,1035,1769,852
BH05,1997-02-19,1861,1614,2201,1734,892,689
BH05,1997-04-15,713,867,1823,1044,2373,1758
BH05,1997-04-24,877,984,2138,1245,2731,1968
BH05,1997-05-01,735,911,1883,1059,1230,802
BH05,1997-05-10,802,889,2238,1104,2869,2111
BH05,1997-05-17,535,714,2033,840,2387,1625
BH05,1997-06-02,209,509,4332,302,1858,749
BH05,1997-06-18,288,440,4698,272,1710,587
BH05,1997-06-27,209,373,4974,222,1988,727
BH05,1997-07-29,199,337,4548,186,1832,678
BH05,1997-08-05,161,266,4135,181,1493,535
BH05,1997-08-21,193,395,4025,284,1529,566
BH05,1997-09-06,203,287,3705,181,1436,564
BH05,1997-09-15,386,391,2832,290,851,327
BH05,1997-10-08,373,548,2861,622,1475,666
BH05,1997-10-17,399,494,2464,529,1649,773
BH05,1997-11-18,1174,1136,1654,1191,965,822
BH05,1997-12-27,1170,1202,1503,1187,948,747
BH05,1998-03-26,607,631,1105,641,1033,698
BH05,1998-04-18,509,656,1748,893,2527,1872
BH05,1998-04-27,784,894,2175,998,2013,1412
BH05,1998-05-04,300,560,2726,392,1553,735
BH05,1998-05-13,258,580,4746,297,1889,821
BH05,1998-05-20,2e4,6694,8068,6730,2e4,5491
BH05,1998-07-16,243,351,4487,259,1789,662
BH05,1998-07-23,475,537,4586,465,1788,767
BH05,1998-08-01,195,334,4408,215,1806,668
BH05,1998-09-02,220,345,3856,237,1591,578
BH05,1998-09-18,309,359,3506,278,1553,551
BH05,1998-10-11,329,522,3099,520,1498,631
BH05,1998-10-20,305,523,2067,827,1708,980
BH05,1998-11-12,698,777,1400,835,1199,890
BH05,1998-11-28,597,602,1212,662,1422,907
BH05,1998-12-07,846,853,1237,856,880,692
BH05,1998-12-14,243,347,970,468,1583,1060
BH05,1998-12-23,934,911,1291,902,809,644
BH05,1999-02-09,1686,1563,1833,1606,777,731
BH05,1999-03-20,564,671,1544,888,2244,1776
BH05,1999-03-29,561,656,1638,893,2472,1817
BH05,1999-04-14,924,1064,2075,1223,2523,1934
BH05,1999-04-30,496,738,1948,834,2413,1680
BH05,1999-06-17,214,396,4601,266,1807,667
BH05,1999-06-24,193,340,3926,228,1531,507
BH05,1999-07-11,288,387,5061,210,1918,737
BH05,1999-07-26,591,801,4915,618,2006,963
BH05,1999-07-27,169,276,3980,184,1695,637
BH05,1999-08-03,319,336,3804,198,1340,481
BH05,1999-08-04,189,305,3894,250,1499,573
BH05,1999-08-11,305,392,2944,349,1059,439
BH05,1999-08-27,311,423,3462,300,1403,464
BH05,1999-09-04,418,490,3452,283,1427,484
BH05,1999-09-21,251,335,3094,294,1458,543
BH05,1999-10-06,313,466,2411,429,1558,704
BH05,1999-10-14,330,487,1619,661,1809,1164
BH05,1999-10-15,523,599,1575,712,1918,1217
BH05,1999-11-07,487,576,1300,657,1817,1313
BH05,1999-11-08,461,466,1192,590,1736,1263
BH05,1999-11-16,320,454,1192,524,1529,1129
BH05,1999-11-24,323,423,1064,455,1292,781
BH05,1999-12-10,425,422,861,457,1107,878
BH05,1999-12-18,1295,1122,1520,1085,907,805
BH05,1999-12-25,2784,2550,2873,2478,1640,1370
BH05,1999-12-26,1448,1336,1502,1305,1056,927
BH05,2000-01-26,1772,1730,1936,1576,1002,781
BH05,2000-01-27,1733,1555,1832,1517,986,781
BH05,2000-02-20,2496,2260,2607,2290,1071,869
BH05,2000-02-27,381,417,1251,625,1716,1183
BH05,2000-03-06,567,694,1434,818,2073,1558
BH05,2000-03-07,514,562,1437,746,2082,1461
BH05,2000-03-14,599,598,1418,719,1798,1221
BH05,2000-03-23,815,848,2035,1106,2831,1948
BH05,2000-03-30,431,532,1471,708,2275,1622
BH05,2000-04-08,3310,3317,3883,3437,1101,815
BH05,2000-04-23,644,736,1776,872,2282,1614
BH05,2000-04-24,531,660,1816,884,2586,1860
BH05,2000-05-01,429,583,1820,703,2306,1590
BH05,2000-05-02,455,656,1930,737,2209,1490
BH05,2000-05-25,203,451,4373,287,1553,599
BH05,2000-06-03,324,506,4810,295,1747,643
BH05,2000-06-11,182,396,5072,189,1966,769
BH05,2000-06-18,157,309,4303,149,1587,557
BH05,2000-06-19,237,405,4672,247,1863,748
BH05,2000-06-27,190,369,4809,168,1922,694
BH05,2000-07-05,275,442,4805,270,1813,679
BH05,2000-07-13,177,301,4496,137,1849,678
BH05,2000-07-21,293,424,4585,313,1924,774
BH05,2000-08-06,361,422,4165,303,1680,677
BH05,2000-09-06,173,241,3308,130,1325,468
BH05,2000-09-07,690,674,4443,515,1926,678
BH05,2000-09-14,163,318,3083,247,1314,494
BH05,2000-10-09,268,514,2074,509,1714,853
BH05,2000-11-01,758,845,1558,949,1721,1270
BH05,2000-11-02,404,386,1211,515,1750,1227
BH05,2000-12-12,1924,1693,1862,1574,1032,865
BH05,2000-12-19,2056,1707,1947,1647,915,731
BH05,2001-01-20,1901,1726,1878,1647,1010,877
BH05,2001-02-21,2337,2251,2329,2193,847,692
BH05,2001-03-01,2376,2302,2522,2303,860,670
BH05,2001-03-09,2287,2363,2528,2365,799,598
BH05,2001-03-18,2194,2238,2537,2340,878,681
BH05,2001-04-18,566,687,1711,921,2596,1869
BH05,2001-04-26,482,718,1731,876,2539,1899
BH05,2001-04-27,500,656,1834,860,2701,2026
BH05,2001-05-12,265,590,3856,333,1512,575
BH05,2001-05-13,253,655,4335,263,1774,692
BH05,2001-05-20,756,889,3966,666,1431,633
BH05,2001-06-13,488,666,4098,506,1614,765
BH05,2001-06-29,260,404,4580,267,1682,627
BH05,2001-07-08,220,418,4786,282,1883,678
BH05,2001-07-15,389,516,4568,449,1820,707
BH05,2001-07-16,480,512,4436,275,1845,691
BH05,2001-07-24,203,333,2728,243,1008,422
BH05,2001-07-31,275,433,4147,288,1587,585
BH05,2001-08-08,187,317,4095,157,1592,540
BH05,2001-08-09,278,342,4257,240,1751,645
BH05,2001-08-17,258,393,5147,235,1987,724
BH05,2001-09-02,188,283,3952,167,1587,661
BH05,2001-09-10,200,366,3597,220,1531,523
BH05,2001-09-25,151,301,3054,225,1266,488
BH05,2001-09-26,535,697,2929,693,1895,1260
BH05,2001-10-12,330,682,2056,808,1815,1056
BH05,2001-10-27,344,349,961,395,1185,693
BH05,2001-10-28,396,515,1179,565,1818,1311
BH05,2001-11-04,386,571,1179,611,1671,1260
BH05,2001-11-05,422,474,1114,593,1645,1180
BH05,2001-11-12,685,742,1514,814,1780,1316
BH05,2001-11-20,411,403,1014,435,1418,884
BH05,2001-11-21,421,395,990,537,1587,1177
BH05,2002-01-07,1087,1093,1438,965,1013,888
BH05,2002-01-24,1007,980,1460,1044,1133,816
BH05,2002-02-08,1572,1513,1949,1569,923,626
BH05,2002-02-24,563,598,1365,680,1482,1056
BH05,2002-06-01,575,816,4427,618,1889,982
BH05,2002-06-09,417,636,4650,446,1875,809
BH05,2002-06-16,355,585,5045,385,2008,812
BH05,2002-06-25,364,490,4731,302,1878,676
BH05,2002-07-02,195,367,4117,276,1589,560
BH05,2002-07-26,215,313,4121,158,1614,558
BH05,2002-08-03,210,323,3808,224,1455,554
BH05,2002-08-11,256,327,3938,161,1537,547
BH05,2002-08-19,228,336,3529,240,1438,596
BH05,2002-08-27,142,269,3597,159,1459,521
BH05,2002-08-28,456,536,4212,345,1764,761
BH05,2002-09-04,149,290,3311,197,1446,513
BH05,2002-09-05,152,289,3785,132,1531,534
BH05,2002-09-12,173,312,3378,165,1404,542
BH05,2002-09-13,401,577,4238,413,1760,715
BH05,2002-09-21,191,331,3327,211,1488,549
BH05,2002-09-28,227,353,3169,249,1391,576
BH05,2002-10-06,274,515,2506,428,1453,622
BH05,2002-10-07,616,792,2942,786,1966,1392
BH05,2002-10-14,220,470,2036,521,1510,726
BH05,2002-11-07,436,477,1389,594,1652,1148
BH05,2002-11-15,472,477,1201,536,1579,1180
BH05,2002-11-23,382,439,1077,526,1545,1168
BH05,2002-12-10,630,595,1232,701,1261,863
BH05,2002-12-26,385,373,979,536,1188,990
BH05,2003-01-03,477,471,909,492,1278,839
BH05,2003-01-26,425,479,1116,547,1218,854
BH05,2003-02-12,2051,1902,2249,1837,1081,929
BH05,2003-02-20,1694,1649,2015,1740,936,729
BH05,2003-02-28,1700,1796,2325,1902,1141,847
BH05,2003-03-23,561,563,1510,784,2293,1578
BH05,2003-03-31,457,580,1449,725,2240,1596
BH05,2003-04-01,627,741,1770,919,2571,1803
BH05,2003-04-09,2657,2768,3163,2945,935,680
BH05,2003-04-25,590,694,1708,900,2695,2037
BH05,2003-05-02,547,703,1743,892,2343,1628
BH05,2003-05-03,549,667,1883,872,2580,1789
BH05,2003-05-26,390,703,4420,381,1836,781
BH05,2003-05-27,280,624,4851,357,1968,824
BH05,2003-06-19,227,383,4622,258,1648,635
BH05,2003-07-05,168,224,2268,129,700,199
BH05,2003-07-14,303,499,4762,315,1830,738
BH05,2003-07-29,209,334,4897,158,1762,597
BH05,2003-08-15,586,619,4942,403,1994,751
BH05,2003-08-22,252,333,3983,270,1558,564
BH05,2003-08-23,368,431,4203,226,1756,623
BH05,2003-09-07,403,511,4178,343,1552,536
BH05,2003-09-16,193,321,3924,212,1489,547
BH05,2003-09-23,222,300,3558,228,1339,515
BH05,2003-09-24,299,383,4149,230,1644,565
BH05,2003-10-01,192,334,3566,200,1341,532
BH05,2003-10-02,278,378,3569,284,1500,532
BH05,2003-10-10,323,560,3260,709,1371,559
BH05,2003-10-18,274,626,2326,859,1875,952
BH05,2003-10-25,375,552,1884,819,1773,1141
BH05,2003-11-19,339,401,1163,432,1469,897
BH05,2003-11-26,422,520,1083,591,1068,718
BH05,2003-12-12,1748,1434,1811,1441,889,710
BH05,2003-12-21,1372,1232,1426,1146,948,842
BH05,2004-01-06,1525,1442,1739,1433,1057,873
BH05,2004-01-13,1028,1125,1556,1064,1038,702
BH05,2004-01-22,1018,1041,1349,1057,952,785
BH05,2004-01-30,1843,1671,2005,1568,929,753
BH05,2004-02-14,2124,2083,2291,1942,1021,826
BH05,2004-02-15,2142,1948,2287,1889,944,684
BH05,2004-03-09,499,497,910,560,500,277
BH05,2004-03-10,623,690,1633,807,1952,1371
BH05,2004-04-02,465,662,1727,888,2522,1838
BH05,2004-04-27,581,756,2019,961,2663,1872
BH05,2004-05-20,341,667,4652,357,1743,699
BH05,2004-05-28,201,515,4744,192,1615,651
BH05,2004-06-22,126,128,1603,-31,385,146
BH05,2004-06-30,300,449,4768,275,1898,683
BH05,2004-07-31,148,268,4290,135,1579,502
BH05,2004-08-08,290,384,4119,213,1584,631
BH05,2004-08-09,153,348,4419,160,1794,646
BH05,2004-09-01,166,270,3618,177,1393,508
BH05,2004-09-02,248,377,3753,231,1565,555
BH05,2004-09-10,178,303,3524,178,1447,551
BH05,2004-09-18,386,567,3569,441,1757,689
BH05,2004-09-25,187,382,3366,333,1525,607
BH05,2004-09-26,219,259,3193,145,1512,614
BH05,2004-10-04,212,383,2733,364,1446,673
BH05,2004-10-12,268,436,1980,595,1403,719
BH05,2004-11-04,629,627,1374,623,1835,1201
BH05,2004-11-05,427,505,1118,611,1627,1195
BH05,2004-11-13,411,379,1037,486,1505,1029
BH05,2004-11-21,596,635,1071,621,932,766
BH05,2004-11-28,419,440,1059,526,994,712
BH05,2004-12-14,169,311,769,374,1195,946
BH05,2004-12-15,481,564,1126,582,1575,1079
BH05,2004-12-22,1139,980,1246,971,713,596
BH05,2004-12-23,1116,1001,1334,963,840,625
BH05,2005-01-23,2e3,1646,1951,1497,944,951
BH05,2005-01-24,1944,1585,1580,1424,813,637
BH05,2005-03-20,2991,3085,3382,3061,1106,893
BH05,2005-03-21,2704,2654,2966,2741,863,589
BH05,2005-03-28,1928,2049,2539,2164,963,763
BH05,2005-04-06,942,932,1775,1053,2462,1806
BH05,2005-04-14,502,635,1589,816,2526,1837
BH05,2005-04-21,681,868,2072,979,2369,1680
BH05,2005-05-24,179,553,4885,239,1870,701
BH05,2005-05-31,287,541,4641,280,1670,633
BH05,2005-06-16,150,314,4728,137,1623,596
BH05,2005-06-17,296,538,5482,319,2031,845
BH05,2005-06-24,264,462,4690,286,1764,659
BH05,2005-07-02,299,434,5206,291,1950,684
BH05,2005-07-10,240,360,4452,243,1677,585
BH05,2005-07-19,225,348,4649,229,1800,682
BH05,2005-07-27,210,140,1851,47,424,151
BH05,2005-08-27,233,363,3928,259,1532,604
BH05,2005-08-28,194,341,4171,182,1631,595
BH05,2005-09-05,374,529,4104,308,1628,606
BH05,2005-09-12,370,469,3943,314,1500,592
BH05,2005-09-20,149,266,3617,200,1412,484
BH05,2005-09-21,276,373,3019,285,1195,468
BH05,2005-10-14,265,524,2902,521,1406,595
BH05,2005-10-15,224,578,2894,618,1551,595
BH05,2005-12-02,1853,1477,1831,1389,1035,845
BH05,2005-12-09,2044,1779,2036,1609,786,575
BH05,2005-12-18,1923,1566,1816,1491,915,811
BH05,2006-01-10,991,868,1451,974,949,693
BH05,2006-01-26,1360,1326,1682,1340,838,798
BH05,2006-02-19,2215,2170,2537,2143,1026,852
BH05,2006-04-08,491,625,1684,904,2059,1526
BH05,2006-04-09,604,741,1953,1e3,2712,1931
BH05,2006-04-17,587,829,2044,970,2402,1633
BH05,2006-05-26,293,509,4009,333,1578,609
BH05,2006-06-04,263,502,4405,271,1889,723
BH05,2006-07-06,377,545,4308,410,1872,717
BH05,2006-07-14,185,343,4528,172,1778,644
BH05,2006-07-22,243,373,3217,212,1272,556
BH05,2006-08-07,210,367,4076,270,1699,646
BH05,2006-08-14,270,396,3695,292,1664,688
BH05,2006-08-15,175,288,3880,165,1688,658
BH05,2006-08-22,374,493,3806,417,1632,691
BH05,2006-09-07,372,516,3576,385,1577,603
BH05,2006-09-15,182,382,3227,299,1542,567
BH05,2006-09-24,253,514,2816,399,1489,593
BH05,2006-10-01,191,407,2394,460,1483,674
BH05,2006-10-02,371,552,2517,677,1711,801
BH05,2006-11-03,436,472,1185,496,1699,1162
BH05,2006-11-19,426,459,1089,520,1579,1035
BH05,2006-12-04,440,507,784,518,774,656
BH05,2006-12-13,441,411,1004,509,1140,779
BH05,2006-12-20,796,859,1297,944,1505,1097
BH05,2007-02-14,2220,1989,2254,1943,984,762
BH05,2007-03-10,2435,2535,2766,2495,745,579
BH05,2007-03-11,2246,2125,2364,2183,723,542
BH05,2007-03-26,725,927,1618,977,1907,1472
BH05,2007-04-20,650,862,1735,904,2450,1832
BH05,2007-05-06,789,1115,3016,954,2099,1305
BH05,2007-05-14,450,802,4773,441,1983,876
BH05,2007-05-21,278,561,4681,290,1666,628
BH05,2007-05-30,775,932,6024,591,2307,1028
BH05,2007-06-14,213,442,4699,250,1793,671
BH05,2007-06-15,242,442,5285,208,2031,766
BH05,2007-06-23,513,654,5994,500,2383,972
BH05,2007-06-30,188,414,4693,261,1712,632
BH05,2007-07-01,196,389,5190,218,1931,710
BH05,2007-07-09,418,656,3097,407,953,410
BH05,2007-07-25,395,532,5115,399,2046,720
BH05,2007-08-01,118,199,1340,104,339,126
